,predicted_price,current_price,price_delta,pct_change,action
698,300.0,300,0.0,0.0,hold
699,555.0,555,0.0,0.0,hold
700,455.1,455,0.1,0.02,increase
701,455.1,455,0.1,0.02,increase
702,460.43,460,0.43,0.09,increase
703,467.1,465,2.1,0.45,increase
704,370.03,370,0.03,0.01,increase
705,370.03,370,0.03,0.01,increase
706,375.0,375,0.0,0.0,hold
707,365.13,365,0.13,0.04,increase
708,375.0,375,0.0,0.0,hold
709,305.0,305,0.0,0.0,hold
710,305.0,305,0.0,0.0,hold
711,310.0,310,0.0,0.0,hold
712,300.2,300,0.2,0.07,increase
713,555.0,555,0.0,0.0,hold
714,455.0,455,0.0,0.0,hold
715,455.0,455,0.0,0.0,hold
716,459.77,460,-0.23,-0.05,decrease
717,464.9,465,-0.1,-0.02,decrease
718,369.97,370,-0.03,-0.01,decrease
719,369.97,370,-0.03,-0.01,decrease
720,375.0,375,0.0,0.0,hold
721,364.83,365,-0.17,-0.05,decrease
722,375.0,375,0.0,0.0,hold
723,305.0,305,0.0,0.0,hold
724,305.0,305,0.0,0.0,hold
725,310.0,310,0.0,0.0,hold
726,300.0,300,0.0,0.0,hold
727,555.0,555,0.0,0.0,hold
728,520.2,520,0.2,0.04,increase
729,520.2,520,0.2,0.04,increase
730,530.63,530,0.63,0.12,increase
731,532.93,535,-2.07,-0.39,decrease
732,425.17,425,0.17,0.04,increase
733,425.17,425,0.17,0.04,increase
734,430.17,430,0.17,0.04,increase
735,414.83,415,-0.17,-0.04,decrease
736,430.17,430,0.17,0.04,increase
737,351.7,350,1.7,0.49,increase
738,351.7,350,1.7,0.49,increase
739,353.9,355,-1.1,-0.31,decrease
740,347.53,345,2.53,0.73,increase
741,636.3,640,-3.7,-0.58,decrease
742,565.47,565,0.47,0.08,increase
743,565.47,565,0.47,0.08,increase
744,569.03,570,-0.97,-0.17,decrease
745,573.07,575,-1.93,-0.34,decrease
746,453.87,455,-1.13,-0.25,decrease
747,453.87,455,-1.13,-0.25,decrease
748,464.37,465,-0.63,-0.14,decrease
749,449.23,450,-0.77,-0.17,decrease
750,464.37,465,-0.63,-0.14,decrease
751,375.27,375,0.27,0.07,increase
752,375.27,375,0.27,0.07,increase
753,383.17,385,-1.83,-0.48,decrease
754,372.37,370,2.37,0.64,increase
755,691.07,690,1.07,0.15,increase
756,455.1,455,0.1,0.02,increase
757,455.1,455,0.1,0.02,increase
758,460.37,460,0.37,0.08,increase
759,469.97,465,4.97,1.07,increase
760,370.4,370,0.4,0.11,increase
761,370.4,370,0.4,0.11,increase
762,374.93,375,-0.07,-0.02,decrease
763,365.4,365,0.4,0.11,increase
764,374.93,375,-0.07,-0.02,decrease
765,305.1,305,0.1,0.03,increase
766,305.1,305,0.1,0.03,increase
767,310.6,310,0.6,0.19,increase
768,300.4,300,0.4,0.13,increase
769,555.0,555,0.0,0.0,hold
770,455.0,455,0.0,0.0,hold
771,455.0,455,0.0,0.0,hold
772,459.97,460,-0.03,-0.01,decrease
773,464.93,465,-0.07,-0.01,decrease
774,369.97,370,-0.03,-0.01,decrease
775,369.97,370,-0.03,-0.01,decrease
776,375.0,375,0.0,0.0,hold
777,365.03,365,0.03,0.01,increase
778,375.0,375,0.0,0.0,hold
779,305.0,305,0.0,0.0,hold
780,305.0,305,0.0,0.0,hold
781,310.0,310,0.0,0.0,hold
782,300.0,300,0.0,0.0,hold
783,555.0,555,0.0,0.0,hold
784,455.0,455,0.0,0.0,hold
785,455.0,455,0.0,0.0,hold
786,459.93,460,-0.07,-0.01,decrease
787,464.87,465,-0.13,-0.03,decrease
788,369.97,370,-0.03,-0.01,decrease
789,369.97,370,-0.03,-0.01,decrease
790,374.97,375,-0.03,-0.01,decrease
791,364.93,365,-0.07,-0.02,decrease
792,374.97,375,-0.03,-0.01,decrease
793,305.0,305,0.0,0.0,hold
794,305.0,305,0.0,0.0,hold
795,310.0,310,0.0,0.0,hold
796,300.0,300,0.0,0.0,hold
797,555.0,555,0.0,0.0,hold
798,588.63,590,-1.37,-0.23,decrease
799,588.63,590,-1.37,-0.23,decrease
800,593.03,595,-1.97,-0.33,decrease
801,598.4,600,-1.6,-0.27,decrease
802,474.23,475,-0.77,-0.16,decrease
803,474.23,475,-0.77,-0.16,decrease
804,484.17,485,-0.83,-0.17,decrease
805,468.67,470,-1.33,-0.28,decrease
806,484.17,485,-0.83,-0.17,decrease
807,393.8,395,-1.2,-0.3,decrease
808,393.8,395,-1.2,-0.3,decrease
809,398.5,400,-1.5,-0.37,decrease
810,383.97,385,-1.03,-0.27,decrease
811,715.2,720,-4.8,-0.67,decrease
812,593.07,590,3.07,0.52,increase
813,593.07,590,3.07,0.52,increase
814,598.27,595,3.27,0.55,increase
815,599.73,600,-0.27,-0.04,decrease
816,475.23,475,0.23,0.05,increase
817,475.23,475,0.23,0.05,increase
818,484.93,485,-0.07,-0.01,decrease
819,470.97,470,0.97,0.21,increase
820,484.93,485,-0.07,-0.01,decrease
821,395.37,395,0.37,0.09,increase
822,395.37,395,0.37,0.09,increase
823,400.67,400,0.67,0.17,increase
824,385.23,385,0.23,0.06,increase
825,717.37,720,-2.63,-0.37,decrease
826,775.77,775,0.77,0.1,increase
827,775.77,775,0.77,0.1,increase
828,785.37,785,0.37,0.05,increase
829,790.03,795,-4.97,-0.62,decrease
830,628.63,630,-1.37,-0.22,decrease
831,628.63,630,-1.37,-0.22,decrease
832,639.0,640,-1.0,-0.16,decrease
833,617.73,620,-2.27,-0.37,decrease
834,639.0,640,-1.0,-0.16,decrease
835,519.57,520,-0.43,-0.08,decrease
836,519.57,520,-0.43,-0.08,decrease
837,528.27,530,-1.73,-0.33,decrease
838,508.2,510,-1.8,-0.35,decrease
839,936.23,950,-13.77,-1.45,decrease
840,775.27,775,0.27,0.03,increase
841,775.27,775,0.27,0.03,increase
842,781.97,785,-3.03,-0.39,decrease
843,787.27,795,-7.73,-0.97,decrease
844,629.8,630,-0.2,-0.03,decrease
845,629.8,630,-0.2,-0.03,decrease
846,637.2,640,-2.8,-0.44,decrease
847,618.73,620,-1.27,-0.2,decrease
848,637.2,640,-2.8,-0.44,decrease
849,519.87,520,-0.13,-0.03,decrease
850,519.87,520,-0.13,-0.03,decrease
851,527.83,530,-2.17,-0.41,decrease
852,508.53,510,-1.47,-0.29,decrease
853,939.73,950,-10.27,-1.08,decrease
854,675.13,675,0.13,0.02,increase
855,675.13,675,0.13,0.02,increase
856,685.63,685,0.63,0.09,increase
857,687.03,690,-2.97,-0.43,decrease
858,549.6,550,-0.4,-0.07,decrease
859,549.6,550,-0.4,-0.07,decrease
860,554.03,555,-0.97,-0.17,decrease
861,540.63,540,0.63,0.12,increase
862,554.03,555,-0.97,-0.17,decrease
863,449.37,450,-0.63,-0.14,decrease
864,449.37,450,-0.63,-0.14,decrease
865,454.6,460,-5.4,-1.17,decrease
866,446.13,445,1.13,0.25,increase
867,817.4,825,-7.6,-0.92,decrease
868,674.5,675,-0.5,-0.07,decrease
869,674.5,675,-0.5,-0.07,decrease
870,685.23,685,0.23,0.03,increase
871,688.03,690,-1.97,-0.29,decrease
872,546.07,550,-3.93,-0.72,decrease
873,546.07,550,-3.93,-0.72,decrease
874,552.8,555,-2.2,-0.4,decrease
875,538.4,540,-1.6,-0.3,decrease
876,552.8,555,-2.2,-0.4,decrease
877,449.03,450,-0.97,-0.21,decrease
878,449.03,450,-0.97,-0.21,decrease
879,456.23,460,-3.77,-0.82,decrease
880,445.5,445,0.5,0.11,increase
881,815.23,825,-9.77,-1.18,decrease
882,499.53,500,-0.47,-0.09,decrease
883,499.53,500,-0.47,-0.09,decrease
884,504.13,505,-0.87,-0.17,decrease
885,510.17,510,0.17,0.03,increase
886,404.77,405,-0.23,-0.06,decrease
887,404.77,405,-0.23,-0.06,decrease
888,409.23,410,-0.77,-0.19,decrease
889,400.33,400,0.33,0.08,increase
890,409.23,410,-0.77,-0.19,decrease
891,335.0,335,0.0,0.0,hold
892,335.0,335,0.0,0.0,hold
893,339.9,340,-0.1,-0.03,decrease
894,330.13,330,0.13,0.04,increase
895,610.6,610,0.6,0.1,increase
896,500.0,500,0.0,0.0,hold
897,500.0,500,0.0,0.0,hold
898,505.13,505,0.13,0.03,increase
899,510.43,510,0.43,0.08,increase
900,405.0,405,0.0,0.0,hold
901,405.0,405,0.0,0.0,hold
902,410.83,410,0.83,0.2,increase
903,400.23,400,0.23,0.06,increase
904,410.83,410,0.83,0.2,increase
905,335.0,335,0.0,0.0,hold
906,335.0,335,0.0,0.0,hold
907,340.0,340,0.0,0.0,hold
908,330.13,330,0.13,0.04,increase
909,610.0,610,0.0,0.0,hold
910,500.0,500,0.0,0.0,hold
911,500.0,500,0.0,0.0,hold
912,505.0,505,0.0,0.0,hold
913,510.27,510,0.27,0.05,increase
914,405.0,405,0.0,0.0,hold
915,405.0,405,0.0,0.0,hold
916,410.0,410,0.0,0.0,hold
917,400.13,400,0.13,0.03,increase
918,410.0,410,0.0,0.0,hold
919,335.0,335,0.0,0.0,hold
920,335.0,335,0.0,0.0,hold
921,340.0,340,0.0,0.0,hold
922,330.03,330,0.03,0.01,increase
923,610.0,610,0.0,0.0,hold
924,574.3,575,-0.7,-0.12,decrease
925,574.3,575,-0.7,-0.12,decrease
926,579.4,580,-0.6,-0.1,decrease
927,588.63,590,-1.37,-0.23,decrease
928,464.23,465,-0.77,-0.16,decrease
929,464.23,465,-0.77,-0.16,decrease
930,474.33,475,-0.67,-0.14,decrease
931,431.9,460,-28.1,-6.11,decrease
932,474.33,475,-0.67,-0.14,decrease
933,383.87,385,-1.13,-0.29,decrease
934,383.87,385,-1.13,-0.29,decrease
935,387.57,390,-2.43,-0.62,decrease
936,382.37,380,2.37,0.62,increase
937,707.83,705,2.83,0.4,increase
938,618.73,620,-1.27,-0.2,decrease
939,618.73,620,-1.27,-0.2,decrease
940,628.57,630,-1.43,-0.23,decrease
941,633.47,635,-1.53,-0.24,decrease
942,504.73,505,-0.27,-0.05,decrease
943,504.73,505,-0.27,-0.05,decrease
944,509.77,510,-0.23,-0.05,decrease
945,500.33,495,5.33,1.08,increase
946,509.77,510,-0.23,-0.05,decrease
947,414.27,415,-0.73,-0.18,decrease
948,414.27,415,-0.73,-0.18,decrease
949,425.67,425,0.67,0.16,increase
950,411.13,410,1.13,0.28,increase
951,765.5,760,5.5,0.72,increase
952,500.0,500,0.0,0.0,hold
953,500.0,500,0.0,0.0,hold
954,505.0,505,0.0,0.0,hold
955,510.27,510,0.27,0.05,increase
956,405.0,405,0.0,0.0,hold
957,405.0,405,0.0,0.0,hold
958,410.0,410,0.0,0.0,hold
959,400.13,400,0.13,0.03,increase
960,410.0,410,0.0,0.0,hold
961,335.0,335,0.0,0.0,hold
962,335.0,335,0.0,0.0,hold
963,340.0,340,0.0,0.0,hold
964,330.03,330,0.03,0.01,increase
965,610.0,610,0.0,0.0,hold
966,500.0,500,0.0,0.0,hold
967,500.0,500,0.0,0.0,hold
968,505.13,505,0.13,0.03,increase
969,510.4,510,0.4,0.08,increase
970,405.0,405,0.0,0.0,hold
971,405.0,405,0.0,0.0,hold
972,411.1,410,1.1,0.27,increase
973,400.23,400,0.23,0.06,increase
974,411.1,410,1.1,0.27,increase
975,335.0,335,0.0,0.0,hold
976,335.0,335,0.0,0.0,hold
977,340.0,340,0.0,0.0,hold
978,330.13,330,0.13,0.04,increase
979,610.0,610,0.0,0.0,hold
980,500.0,500,0.0,0.0,hold
981,500.0,500,0.0,0.0,hold
982,505.03,505,0.03,0.01,increase
983,510.73,510,0.73,0.14,increase
984,405.0,405,0.0,0.0,hold
985,405.0,405,0.0,0.0,hold
986,410.0,410,0.0,0.0,hold
987,400.07,400,0.07,0.02,increase
988,410.0,410,0.0,0.0,hold
989,335.0,335,0.0,0.0,hold
990,335.0,335,0.0,0.0,hold
991,340.0,340,0.0,0.0,hold
992,330.03,330,0.03,0.01,increase
993,610.0,610,0.0,0.0,hold
994,575.63,575,0.63,0.11,increase
995,575.63,575,0.63,0.11,increase
996,576.6,580,-3.4,-0.59,decrease
997,588.23,590,-1.77,-0.3,decrease
998,463.67,465,-1.33,-0.29,decrease
999,463.67,465,-1.33,-0.29,decrease
1000,474.03,475,-0.97,-0.2,decrease
1001,461.27,460,1.27,0.28,increase
1002,474.03,475,-0.97,-0.2,decrease
1003,384.87,385,-0.13,-0.03,decrease
1004,384.87,385,-0.13,-0.03,decrease
1005,388.87,390,-1.13,-0.29,decrease
1006,383.9,380,3.9,1.03,increase
1007,705.6,705,0.6,0.09,increase
1008,575.57,575,0.57,0.1,increase
1009,575.57,575,0.57,0.1,increase
1010,580.83,580,0.83,0.14,increase
1011,589.0,590,-1.0,-0.17,decrease
1012,465.43,465,0.43,0.09,increase
1013,465.43,465,0.43,0.09,increase
1014,474.3,475,-0.7,-0.15,decrease
1015,458.93,460,-1.07,-0.23,decrease
1016,474.3,475,-0.7,-0.15,decrease
1017,385.7,385,0.7,0.18,increase
1018,385.7,385,0.7,0.18,increase
1019,390.07,390,0.07,0.02,increase
1020,380.53,380,0.53,0.14,increase
1021,705.67,705,0.67,0.09,increase
1022,687.67,690,-2.33,-0.34,decrease
1023,687.67,690,-2.33,-0.34,decrease
1024,699.1,700,-0.9,-0.13,decrease
1025,703.63,705,-1.37,-0.19,decrease
1026,558.4,560,-1.6,-0.29,decrease
1027,558.4,560,-1.6,-0.29,decrease
1028,569.5,570,-0.5,-0.09,decrease
1029,521.03,550,-28.97,-5.27,decrease
1030,569.5,570,-0.5,-0.09,decrease
1031,459.23,460,-0.77,-0.17,decrease
1032,459.23,460,-0.77,-0.17,decrease
1033,469.67,470,-0.33,-0.07,decrease
1034,452.63,455,-2.37,-0.52,decrease
1035,840.13,845,-4.87,-0.58,decrease
1036,750.67,750,0.67,0.09,increase
1037,750.67,750,0.67,0.09,increase
1038,752.73,755,-2.27,-0.3,decrease
1039,767.77,765,2.77,0.36,increase
1040,605.97,605,0.97,0.16,increase
1041,605.97,605,0.97,0.16,increase
1042,616.73,615,1.73,0.28,increase
1043,601.83,600,1.83,0.31,increase
1044,616.73,615,1.73,0.28,increase
1045,500.07,500,0.07,0.01,increase
1046,500.07,500,0.07,0.01,increase
1047,516.0,510,6.0,1.18,increase
1048,491.87,490,1.87,0.38,increase
1049,913.07,915,-1.93,-0.21,decrease
1050,650.07,650,0.07,0.01,increase
1051,650.07,650,0.07,0.01,increase
1052,660.57,660,0.57,0.09,increase
1053,664.93,665,-0.07,-0.01,decrease
1054,530.0,530,0.0,0.0,hold
1055,530.0,530,0.0,0.0,hold
1056,535.0,535,0.0,0.0,hold
1057,519.63,520,-0.37,-0.07,decrease
1058,535.0,535,0.0,0.0,hold
1059,435.1,435,0.1,0.02,increase
1060,435.1,435,0.1,0.02,increase
1061,445.7,445,0.7,0.16,increase
1062,430.87,430,0.87,0.2,increase
1063,794.83,795,-0.17,-0.02,decrease
1064,650.0,650,0.0,0.0,hold
1065,650.0,650,0.0,0.0,hold
1066,659.63,660,-0.37,-0.06,decrease
1067,664.87,665,-0.13,-0.02,decrease
1068,530.1,530,0.1,0.02,increase
1069,530.1,530,0.1,0.02,increase
1070,534.97,535,-0.03,-0.01,decrease
1071,519.63,520,-0.37,-0.07,decrease
1072,534.97,535,-0.03,-0.01,decrease
1073,435.1,435,0.1,0.02,increase
1074,435.1,435,0.1,0.02,increase
1075,444.6,445,-0.4,-0.09,decrease
1076,430.2,430,0.2,0.05,increase
1077,794.63,795,-0.37,-0.05,decrease
1078,635.23,650,-14.77,-2.27,decrease
1079,635.23,650,-14.77,-2.27,decrease
1080,658.7,660,-1.3,-0.2,decrease
1081,663.6,665,-1.4,-0.21,decrease
1082,529.87,530,-0.13,-0.03,decrease
1083,529.87,530,-0.13,-0.03,decrease
1084,534.47,535,-0.53,-0.1,decrease
1085,519.9,520,-0.1,-0.02,decrease
1086,534.47,535,-0.53,-0.1,decrease
1087,434.4,435,-0.6,-0.14,decrease
1088,434.4,435,-0.6,-0.14,decrease
1089,443.9,445,-1.1,-0.25,decrease
1090,427.43,430,-2.57,-0.6,decrease
1091,792.87,795,-2.13,-0.27,decrease
1092,650.07,650,0.07,0.01,increase
1093,650.07,650,0.07,0.01,increase
1094,660.4,660,0.4,0.06,increase
1095,665.07,665,0.07,0.01,increase
1096,530.2,530,0.2,0.04,increase
1097,530.2,530,0.2,0.04,increase
1098,535.07,535,0.07,0.01,increase
1099,519.7,520,-0.3,-0.06,decrease
1100,535.07,535,0.07,0.01,increase
1101,435.07,435,0.07,0.02,increase
1102,435.07,435,0.07,0.02,increase
1103,445.4,445,0.4,0.09,increase
1104,430.87,430,0.87,0.2,increase
1105,794.63,795,-0.37,-0.05,decrease
1106,650.0,650,0.0,0.0,hold
1107,650.0,650,0.0,0.0,hold
1108,659.83,660,-0.17,-0.03,decrease
1109,664.93,665,-0.07,-0.01,decrease
1110,530.07,530,0.07,0.01,increase
1111,530.07,530,0.07,0.01,increase
1112,534.97,535,-0.03,-0.01,decrease
1113,519.1,520,-0.9,-0.17,decrease
1114,534.97,535,-0.03,-0.01,decrease
1115,435.0,435,0.0,0.0,hold
1116,435.0,435,0.0,0.0,hold
1117,445.4,445,0.4,0.09,increase
1118,430.87,430,0.87,0.2,increase
1119,794.63,795,-0.37,-0.05,decrease
1120,750.8,750,0.8,0.11,increase
1121,750.8,750,0.8,0.11,increase
1122,753.47,755,-1.53,-0.2,decrease
1123,767.77,765,2.77,0.36,increase
1124,604.63,605,-0.37,-0.06,decrease
1125,604.63,605,-0.37,-0.06,decrease
1126,614.93,615,-0.07,-0.01,decrease
1127,604.2,600,4.2,0.7,increase
1128,614.93,615,-0.07,-0.01,decrease
1129,500.2,500,0.2,0.04,increase
1130,500.2,500,0.2,0.04,increase
1131,512.77,510,2.77,0.54,increase
1132,490.87,490,0.87,0.18,increase
1133,910.3,915,-4.7,-0.51,decrease
1134,748.97,750,-1.03,-0.14,decrease
1135,748.97,750,-1.03,-0.14,decrease
1136,752.87,755,-2.13,-0.28,decrease
1137,758.3,765,-6.7,-0.88,decrease
1138,604.13,605,-0.87,-0.14,decrease
1139,604.13,605,-0.87,-0.14,decrease
1140,614.63,615,-0.37,-0.06,decrease
1141,600.37,600,0.37,0.06,increase
1142,614.63,615,-0.37,-0.06,decrease
1143,500.07,500,0.07,0.01,increase
1144,500.07,500,0.07,0.01,increase
1145,512.93,510,2.93,0.58,increase
1146,491.1,490,1.1,0.22,increase
1147,907.03,915,-7.97,-0.87,decrease
1148,650.0,650,0.0,0.0,hold
1149,650.0,650,0.0,0.0,hold
1150,659.5,660,-0.5,-0.08,decrease
1151,664.9,665,-0.1,-0.02,decrease
1152,530.1,530,0.1,0.02,increase
1153,530.1,530,0.1,0.02,increase
1154,534.93,535,-0.07,-0.01,decrease
1155,519.47,520,-0.53,-0.1,decrease
1156,534.93,535,-0.07,-0.01,decrease
1157,434.97,435,-0.03,-0.01,decrease
1158,434.97,435,-0.03,-0.01,decrease
1159,444.87,445,-0.13,-0.03,decrease
1160,430.03,430,0.03,0.01,increase
1161,794.83,795,-0.17,-0.02,decrease
1162,650.07,650,0.07,0.01,increase
1163,650.07,650,0.07,0.01,increase
1164,660.27,660,0.27,0.04,increase
1165,665.07,665,0.07,0.01,increase
1166,530.2,530,0.2,0.04,increase
1167,530.2,530,0.2,0.04,increase
1168,535.07,535,0.07,0.01,increase
1169,519.73,520,-0.27,-0.05,decrease
1170,535.07,535,0.07,0.01,increase
1171,434.97,435,-0.03,-0.01,decrease
1172,434.97,435,-0.03,-0.01,decrease
1173,446.0,445,1.0,0.22,increase
1174,430.57,430,0.57,0.13,increase
1175,794.83,795,-0.17,-0.02,decrease
1176,500.0,500,0.0,0.0,hold
1177,500.0,500,0.0,0.0,hold
1178,505.07,505,0.07,0.01,increase
1179,511.17,510,1.17,0.23,increase
1180,405.0,405,0.0,0.0,hold
1181,405.0,405,0.0,0.0,hold
1182,410.0,410,0.0,0.0,hold
1183,400.07,400,0.07,0.02,increase
1184,410.0,410,0.0,0.0,hold
1185,335.0,335,0.0,0.0,hold
1186,335.0,335,0.0,0.0,hold
1187,340.0,340,0.0,0.0,hold
1188,330.03,330,0.03,0.01,increase
1189,610.0,610,0.0,0.0,hold
1190,500.0,500,0.0,0.0,hold
1191,500.0,500,0.0,0.0,hold
1192,505.03,505,0.03,0.01,increase
1193,510.7,510,0.7,0.14,increase
1194,404.93,405,-0.07,-0.02,decrease
1195,404.93,405,-0.07,-0.02,decrease
1196,410.0,410,0.0,0.0,hold
1197,400.07,400,0.07,0.02,increase
1198,410.0,410,0.0,0.0,hold
1199,335.0,335,0.0,0.0,hold
1200,335.0,335,0.0,0.0,hold
1201,340.0,340,0.0,0.0,hold
1202,330.03,330,0.03,0.01,increase
1203,610.0,610,0.0,0.0,hold
1204,502.0,500,2.0,0.4,increase
1205,502.0,500,2.0,0.4,increase
1206,507.03,505,2.03,0.4,increase
1207,510.4,510,0.4,0.08,increase
1208,405.0,405,0.0,0.0,hold
1209,405.0,405,0.0,0.0,hold
1210,413.3,410,3.3,0.8,increase
1211,401.47,400,1.47,0.37,increase
1212,413.3,410,3.3,0.8,increase
1213,335.17,335,0.17,0.05,increase
1214,335.17,335,0.17,0.05,increase
1215,340.0,340,0.0,0.0,hold
1216,330.53,330,0.53,0.16,increase
1217,610.3,610,0.3,0.05,increase
1218,688.33,690,-1.67,-0.24,decrease
1219,688.33,690,-1.67,-0.24,decrease
1220,702.03,700,2.03,0.29,increase
1221,704.43,705,-0.57,-0.08,decrease
1222,558.57,560,-1.43,-0.26,decrease
1223,558.57,560,-1.43,-0.26,decrease
1224,570.4,570,0.4,0.07,increase
1225,521.17,550,-28.83,-5.24,decrease
1226,570.4,570,0.4,0.07,increase
1227,459.3,460,-0.7,-0.15,decrease
1228,459.3,460,-0.7,-0.15,decrease
1229,469.43,470,-0.57,-0.12,decrease
1230,451.17,455,-3.83,-0.84,decrease
1231,842.13,845,-2.87,-0.34,decrease
1232,561.1,560,1.1,0.2,increase
1233,561.1,560,1.1,0.2,increase
1234,567.23,565,2.23,0.4,increase
1235,568.67,570,-1.33,-0.23,decrease
1236,455.67,455,0.67,0.15,increase
1237,455.67,455,0.67,0.15,increase
1238,459.47,460,-0.53,-0.12,decrease
1239,448.23,445,3.23,0.73,increase
1240,459.47,460,-0.53,-0.12,decrease
1241,375.63,375,0.63,0.17,increase
1242,375.63,375,0.63,0.17,increase
1243,381.0,380,1.0,0.26,increase
1244,367.83,365,2.83,0.78,increase
1245,689.0,685,4.0,0.58,increase
1246,455.23,450,5.23,1.16,increase
1247,455.23,450,5.23,1.16,increase
1248,456.87,455,1.87,0.41,increase
1249,463.33,460,3.33,0.72,increase
1250,366.13,365,1.13,0.31,increase
1251,366.13,365,1.13,0.31,increase
1252,370.53,370,0.53,0.14,increase
1253,364.8,360,4.8,1.33,increase
1254,370.53,370,0.53,0.14,increase
1255,301.8,300,1.8,0.6,increase
1256,301.8,300,1.8,0.6,increase
1257,309.97,305,4.97,1.63,increase
1258,297.03,295,2.03,0.69,increase
1259,552.1,550,2.1,0.38,increase
